"CityTown","StateTerritory","lat","lon","locality","state","county","Location"
"Cicero","IL","41.8455877","-87.7539448","Cicero","IL","Cook County","Cicero, IL"
"Cicero","IN","40.1239257","-86.0133181","Cicero","IN","Hamilton County","Cicero, IN"
"Cincinatti","OH","39.1031182","-84.5120196","Cincinnati","OH","Hamilton County","Cincinatti, OH"
"Circle Pines","MN","45.1485771","-93.1516124","Circle Pines","MN","Anoka County","Circle Pines, MN"
"Circleville","OH","39.600618","-82.9460133","Circleville","OH","Pickaway County","Circleville, OH"
"Citra","FL","29.4119166","-82.1098156","Citra","FL","Marion County","Citra, FL"
"Citronelle","AL","31.0907338","-88.2280622","Citronelle","AL","Mobile County","Citronelle, AL"
"Clairsville","OH","40.0803199","-80.90176","Saint Clairsville","OH","Belmont County","Clairsville, OH"
"Clanton","AL","32.8387371","-86.6294262","Clanton","AL","Chilton County","Clanton, AL"
"Claremont","NC","35.7145776","-81.1461917","Claremont","NC","Catawba County","Claremont, NC"
"Clarendon","VA","38.8859452","-77.0969228","Arlington","VA","Arlington County","Clarendon, VA"
"Clariton","PA","40.292292","-79.881715","Clairton","PA","Allegheny County","Clariton, PA"
"Clarklake","MI","42.1214293","-84.344951","Clarklake","MI","Jackson County","Clarklake, MI"
"Clarks Grove","MN","43.763832","-93.3292623","Clarks Grove","MN","Freeborn County","Clarks Grove, MN"
"Clarkson","GA","33.8095487","-84.2396434","Clarkston","GA","DeKalb County","Clarkson, GA"
"Clarkson","WA","-31.6897363","115.7193865","Clarkson","WA","City of Wanneroo","Clarkson, WA"
"Clarkstown","NY","41.1259715","-73.959494",NA,"NY","Rockland County","Clarkstown, NY"
"Clarksville","AR","35.4712243","-93.468612","Clarksville","AR","Johnson County","Clarksville, AR"
"Clarksville","GA","34.6125971","-83.5248933","Clarkesville","GA","Habersham County","Clarksville, GA"
"Clay Center","NE","40.5216783","-98.0553259","Clay Center","NE","Clay County","Clay Center, NE"
"Claymont","DE","39.8006685","-75.4596404","Claymont","DE","New Castle County","Claymont, DE"
"Clayton","AL","31.8782162","-85.4496627","Clayton","AL","Barbour County","Clayton, AL"
"Clayton","NC","35.650711","-78.4563914","Clayton","NC","Johnston County","Clayton, NC"
"Clayton","NY","44.239491","-76.0857759","Clayton","NY","Jefferson County","Clayton, NY"
"Cle Elum","WA","47.1953976","-120.939249","Cle Elum","WA","Kittitas County","Cle Elum, WA"
"Clear Brook","VA","39.2564912","-78.0961109","Clear Brook","VA","Frederick County","Clear Brook, VA"
"Clearfield","UT","41.1107771","-112.0260538","Clearfield","UT","Davis County","Clearfield, UT"
"Clearwater","MN","45.4194099","-94.0488721","Clearwater","MN","Wright County","Clearwater, MN"
"Clemonton","NJ","39.8115033","-74.9829443","Clementon","NJ","Camden County","Clemonton, NJ"
"Cleveland",NA,"41.49932","-81.6943605","Cleveland","OH","Cuyahoga County","Cleveland, NA"
"Cleveland","GA","34.5970402","-83.7632366","Cleveland","GA","White County","Cleveland, GA"
"Cleveland","NC","35.7331953","-80.6770111","Cleveland","NC","Rowan County","Cleveland, NC"
"Clifton","CO","39.0919256","-108.4489784","Clifton","CO","Mesa County","Clifton, CO"
"Clifton","VA","38.7801142","-77.3866535","Clifton","VA","Fairfax County","Clifton, VA"
"Clinton","IN","39.6569817","-87.3980741","Clinton","IN","Vermillion County","Clinton, IN"
"Clinton","MO","38.3686324","-93.7782689","Clinton","MO","Henry County","Clinton, MO"
"Clinton","MS","32.3415342","-90.3217585","Clinton","MS","Hinds County","Clinton, MS"
"Clinton","MT","46.7697836","-113.7144118","Clinton","MT","Missoula County","Clinton, MT"
"Clinton","NJ","40.6367682","-74.90989","Clinton","NJ","Hunterdon County","Clinton, NJ"
"Clinton","OK","35.5156056","-98.9673069","Clinton","OK","Custer County","Clinton, OK"
"Clinton","PA","40.4913949","-80.2973027","Clinton","PA","Allegheny County","Clinton, PA"
"Clinton","SC","34.4726276","-81.8806562","Clinton","SC","Laurens County","Clinton, SC"
"Clinton","WI","42.5577925","-88.865107","Clinton","WI","Rock County","Clinton, WI"
"Clinton Township","PA","40.7020643","-79.8408787",NA,"PA","Butler County","Clinton Township, PA"
"Clive","IA","41.6060873","-93.77236","Clive","IA","Polk County","Clive, IA"
"Closter","NJ","40.9731536","-73.9615262","Closter","NJ","Bergen County","Closter, NJ"
"Cloudcroft","NM","32.9573133","-105.7424855","Cloudcroft","NM","Otero County","Cloudcroft, NM"
"Clover Township","MN","46.0455473","-92.6160719",NA,"MN","Pine County","Clover Township, MN"
"Clyde","NY","43.0842314","-76.8694049","Clyde","NY","Wayne County","Clyde, NY"
"Coal City","WV","37.6790041","-81.2103776","Coal City","WV","Raleigh County","Coal City, WV"
"Coaldale","PA","40.8228672","-75.9068667","Coaldale","PA","Schuylkill County","Coaldale, PA"
"Coalinga","CA","36.139678","-120.3601496","Coalinga","CA","Fresno County","Coalinga, CA"
"Cobb","GA","31.9590772","-83.9884612","Cobb","GA","Sumter County","Cobb, GA"
"Cobre","NM","32.7801479","-108.10923","Cobre","NM","Grant County","Cobre, NM"
"Cochran","GA","32.3868278","-83.3546098","Cochran","GA","Bleckley County","Cochran, GA"
"Coeur D'Alene","ID","47.6734632","-116.7812225","Coeur d'Alene","ID","Kootenai County","Coeur D'Alene, ID"
"Coeur d’Alene","ID","47.6734632","-116.7812225","Coeur d'Alene","ID","Kootenai County","Coeur d’Alene, ID"
"Cohasset","MA","42.2417675","-70.8036544","Cohasset","MA","Norfolk County","Cohasset, MA"
"Colby","KS","39.3958369","-101.0523773","Colby","KS","Thomas County","Colby, KS"
"Colden","NY","42.6442273","-78.6847495","Colden","NY","Erie County","Colden, NY"
"Coleman","FL","28.7997103","-82.0700856","Coleman","FL","Sumter County","Coleman, FL"
"Coleman","TX","31.8273679","-99.4264532","Coleman","TX","Coleman County","Coleman, TX"
"Colerain Township","OH","39.2591765","-84.6269824",NA,"OH","Hamilton County","Colerain Township, OH"
"Colfax","WA","46.8801654","-117.3643495","Colfax","WA","Whitman County","Colfax, WA"
"College Park","ME","38.9896967","-76.93776","College Park","MD","Prince George's County","College Park, ME"
"College Place","WA","46.0493026","-118.3883012","College Place","WA","Walla Walla County","College Place, WA"
"College Point","NY","40.786395","-73.8389657",NA,"NY","Queens County","College Point, NY"
"College Station","PA","40.1496192","-75.1143314","Willow Grove","PA","Montgomery County","College Station, PA"
"Collier Township","PA","40.3832942","-80.1162603",NA,"PA","Allegheny County","Collier Township, PA"
"Colliersville","TN","35.0460537","-89.689208","Collierville","TN","Shelby County","Colliersville, TN"
"Collingdale","PA","39.9117794","-75.2771292","Collingdale","PA","Delaware County","Collingdale, PA"
"Collinsville","CT","41.8128757","-72.9201022","Canton","CT","Hartford County","Collinsville, CT"
"Collinsville","OK","36.3645384","-95.8388766","Collinsville","OK","Tulsa County","Collinsville, OK"
"Collinsville","VA","36.7151372","-79.9153176","Collinsville","VA","Henry County","Collinsville, VA"
"Coloma","MI","42.1861494","-86.308356","Coloma","MI","Berrien County","Coloma, MI"
"Colombia City","IN","41.1572686","-85.4883127","Columbia City","IN","Whitley County","Colombia City, IN"
"Colonial Beach","VA","38.2545737","-76.963583","Colonial Beach","VA","Westmoreland County","Colonial Beach, VA"
"Colorado Springs","CA","38.8338816","-104.8213634","Colorado Springs","CO","El Paso County","Colorado Springs, CA"
"Colorado springs","CO","38.8338816","-104.8213634","Colorado Springs","CO","El Paso County","Colorado springs, CO"
"Colton","CA","34.0739016","-117.3136547","Colton","CA","San Bernardino County","Colton, CA"
"Columbia","ME","44.669418","-67.8039998","Columbia","ME","Washington County","Columbia, ME"
"Columbia","NY","42.9380102","-75.0377502",NA,"NY","Herkimer County","Columbia, NY"
"Columbiana","AL","33.1781718","-86.6072054","Columbiana","AL","Shelby County","Columbiana, AL"
"Columbiana","OH","40.8883931","-80.6939643","Columbiana","OH","Columbiana County","Columbiana, OH"
"Columbus","IA","39.2014404","-85.9213796","Columbus","IN","Bartholomew County","Columbus, IA"
"Comanche","TX","31.8973693","-98.6036581","Comanche","TX","Comanche County","Comanche, TX"
"Comer","GA","34.0637227","-83.1254261","Comer","GA","Madison County","Comer, GA"
"Commerce","CA","34.0005691","-118.1597929","Commerce","CA","Los Angeles County","Commerce, CA"
"Commerce","GA","34.203997","-83.4571057","Commerce","GA","Jackson County","Commerce, GA"
"Concrete","PA","41.2033216","-77.1945247",NA,"PA",NA,"Concrete, PA"
"Condon","OR","45.2342966","-120.1850344","Condon","OR","Gilliam County","Condon, OR"
"Connersville","IN","39.6411589","-85.1410748","Connersville","IN","Fayette County","Connersville, IN"
"Conover","NC","35.7065217","-81.2186933","Conover","NC","Catawba County","Conover, NC"
"Conventry","CT","41.78468","-72.3393021","Coventry","CT","Tolland County","Conventry, CT"
"Conway","KS","38.369453","-97.7864348","Conway","KS","McPherson County","Conway, KS"
"Conway","MA","42.5098085","-72.6995349","Conway","MA","Franklin County","Conway, MA"
"Conway","WA","48.3403804","-122.3429343","Conway","WA","Skagit County","Conway, WA"
"Cook","MN","47.8524181","-92.6896184","Cook","MN","St. Louis County","Cook, MN"
"Cookville","TN","36.162839","-85.5016423","Cookeville","TN","Putnam County","Cookville, TN"
"Copley","CA","36.778261","-119.4179324",NA,"CA",NA,"Copley, CA"
"Copperas","TX","31.124062","-97.9030785","Copperas Cove","TX","Coryell County","Copperas, TX"
"Copperhill","TN","34.9889692","-84.3707561","Copperhill","TN","Polk County","Copperhill, TN"
"Coram","NY","40.8687096","-73.0014946","Coram","NY","Suffolk County","Coram, NY"
"Corcoran","CA","36.098007","-119.5604015","Corcoran","CA","Kings County","Corcoran, CA"
"Corinth","MS","34.9342548","-88.5222702","Corinth","MS","Alcorn County","Corinth, MS"
"Corn Hill","NY","43.148478","-77.6163803","Rochester","NY","Monroe County","Corn Hill, NY"
"Corning","AR","36.4113168","-90.5864418","Corning","AR","Clay County","Corning, AR"
"Corpus Christi","CT","36.1893619","-115.0421558","Sunrise Manor","NV","Clark County","Corpus Christi, CT"
"Corte Madera","CA","37.9254806","-122.5274755","Corte Madera","CA","Marin County","Corte Madera, CA"
"Cortland",NA,"42.6011813","-76.1804843","Cortland","NY","Cortland County","Cortland, NA"
"Cortlandt Manor","NY","41.2804112","-73.8714752","Cortlandt Manor","NY","Westchester County","Cortlandt Manor, NY"
"Corvallis","NY","44.5645659","-123.2620435","Corvallis","OR","Benton County","Corvallis, NY"
"Cosmopolis","WA","46.9553719","-123.7737763","Cosmopolis","WA","Grays Harbor County","Cosmopolis, WA"
"Cottonwood","CA","40.3857087","-122.2808356","Cottonwood","CA","Shasta County","Cottonwood, CA"
"Cotuit","MA","41.6172921","-70.4367642","Barnstable","MA","Barnstable County","Cotuit, MA"
"Couer d'Alene","ID","47.6734632","-116.7812225","Coeur d'Alene","ID","Kootenai County","Couer d'Alene, ID"
"Countryside","IL","41.766022","-87.879523","Countryside","IL","Cook County","Countryside, IL"
"Coupville","WA","48.2198208","-122.6862804","Coupeville","WA","Island County","Coupville, WA"
"Covelo","CA","39.7929324","-123.2480687","Covelo","CA","Mendocino County","Covelo, CA"
"Covington","CA","36.778261","-119.4179324",NA,"CA",NA,"Covington, CA"
"Covington","WA","47.3595592","-122.118012","Covington","WA","King County","Covington, WA"
"Coweta","OK","35.9517674","-95.650814","Coweta","OK","Wagoner County","Coweta, OK"
"Coyote","CA","37.1840824","-121.7058285","Coyote","CA","Santa Clara County","Coyote, CA"
"Crab Orchard","TN","35.9092367","-84.8780048","Crab Orchard","TN","Cumberland County","Crab Orchard, TN"
"Crafton","PA","40.435069","-80.066166","Crafton","PA","Allegheny County","Crafton, PA"
"Craftsbury","VI","44.6367179","-72.3726071","Craftsbury","VT","Orleans County","Craftsbury, VI"
"Craigsville","VA","38.0787397","-79.383094","Craigsville","VA","Augusta County","Craigsville, VA"
"Cranberry Township","PA","40.6849626","-80.1071379","Cranberry Township","PA","Butler County","Cranberry Township, PA"
"Cranbury","NJ","40.3025907","-74.511172","Cranbury","NJ","Middlesex County","Cranbury, NJ"
"Creedmoor","NC","36.1223683","-78.6861145","Creedmoor","NC","Granville County","Creedmoor, NC"
"Creola","AL","30.8918509","-88.0397213","Creola","AL","Mobile County","Creola, AL"
"Crestline","OH","40.7875572","-82.7365677","Crestline","OH","Crawford County","Crestline, OH"
"Crestview","FL","30.7541808","-86.5727995","Crestview","FL","Okaloosa County","Crestview, FL"
"Crestwood","KY","38.3242355","-85.4724593","Crestwood","KY","Oldham County","Crestwood, KY"
"Crewe","VA","37.1732074","-78.1233329","Crewe","VA","Nottoway County","Crewe, VA"
"Crockett","TX","31.3177591","-95.4571905","Crockett","TX","Houston County","Crockett, TX"
"Crookston","MN","47.7745617","-96.6093911","Crookston","MN","Polk County","Crookston, MN"
"Crown Heights","NY","40.6694022","-73.9422324",NA,"NY","Kings County","Crown Heights, NY"
"Crownsville","MD","39.0284438","-76.6013536","Crownsville","MD","Anne Arundel County","Crownsville, MD"
"Crystal Lake","GA","31.6689538","-83.4463472",NA,"GA","Irwin County","Crystal Lake, GA"
"Crystal Springs","MS","31.987378","-90.3570353","Crystal Springs","MS","Copiah County","Crystal Springs, MS"
"Cuba","MO","38.0628225","-91.4034833","Cuba","MO","Crawford County","Cuba, MO"
"Cuba","NY","42.2175668","-78.2752927","Cuba","NY","Allegany County","Cuba, NY"
"Cuba City","WI","42.6055549","-90.4298502","Cuba City","WI","Grant County","Cuba City, WI"
"Cudahy","CA","33.9608646","-118.1857858","Cudahy","CA","Los Angeles County","Cudahy, CA"
"Cudahy","WI","42.959738","-87.861471","Cudahy","WI","Milwaukee County","Cudahy, WI"
"Culebra","PR","18.3081082","-65.3037739","Culebra","Culebra",NA,"Culebra, PR"
"Culman","AL","34.1748208","-86.8436124","Cullman","AL","Cullman County","Culman, AL"
"Culver","IN","41.22242","-86.413003","Culver","IN","Marshall County","Culver, IN"
"Cumberland","ME","43.796573","-70.2585205","Cumberland","ME","Cumberland County","Cumberland, ME"
"Cumberland Center","ME","43.7964679","-70.2589388","Cumberland","ME","Cumberland County","Cumberland Center, ME"
"Cummington","MA","42.459188","-72.8913714","Cummington","MA","Hampshire County","Cummington, MA"
"Curtis","MI","46.2058197","-85.7453948","Curtis","MI","Mackinac County","Curtis, MI"
"Cutler","CA","36.5232833","-119.2867823","Cutler","CA","Tulare County","Cutler, CA"
"Cutler Bay","FL","25.5808323","-80.3468593","Cutler Bay","FL","Miami-Dade County","Cutler Bay, FL"
"Cynthiana","KY","38.3903526","-84.2941013","Cynthiana","KY","Harrison County","Cynthiana, KY"
"DFW Airport","TX","32.8990434","-97.0335765","Dallas","TX",NA,"DFW Airport, TX"
"Dale City","VA","38.6370622","-77.3110946","Dale City","VA","Prince William County","Dale City, VA"
"Daleville","PA","41.304699","-75.513443","Daleville","PA","Lackawanna County","Daleville, PA"
"Dallas","CA","32.7766642","-96.7969879","Dallas","TX","Dallas County","Dallas, CA"
"Dalles","OR","45.6017716","-121.1848433","The Dalles","OR","Wasco County","Dalles, OR"
"Damariscotta-Newcastle","ME","44.0335021","-69.5338353","Damariscotta-Newcastle","ME","Lincoln County","Damariscotta-Newcastle, ME"
"Dan Diego","CA","32.715738","-117.1610838","San Diego","CA","San Diego County","Dan Diego, CA"
"Dana Point","CA","33.4672256","-117.6981014","Dana Point","CA","Orange County","Dana Point, CA"
"Dandridge","TN","36.0153693","-83.4148895","Dandridge","TN","Jefferson County","Dandridge, TN"
"Daniel Island","SC","32.8659887","-79.9134886","Charleston","SC","Berkeley County","Daniel Island, SC"
"Dannemora","NY","44.7214301","-73.7237528","Dannemora","NY","Clinton County","Dannemora, NY"
"Dansville","MI","42.555869","-84.3033013","Dansville","MI","Ingham County","Dansville, MI"
"Danville","VT","44.4114954","-72.14009","Danville","VT","Caledonia County","Danville, VT"
"Danville Township","IL","40.099995","-87.5988876",NA,"IL","Vermilion County","Danville Township, IL"
"Darby","PA","39.9184461","-75.2590721","Darby","PA","Delaware County","Darby, PA"
"Darien","WI","42.6016813","-88.7076041","Darien","WI","Walworth County","Darien, WI"
"Darlington","PA","40.8097107","-80.4244418","Darlington","PA","Beaver County","Darlington, PA"
"Darmstadt","IN","38.0992097","-87.5789075","Darmstadt","IN","Vanderburgh County","Darmstadt, IN"
"Davenport","FL","28.1614046","-81.6017417","Davenport","FL","Polk County","Davenport, FL"
"Davis","UT","40.9628845","-112.0953297",NA,"UT","Davis County","Davis, UT"
"Dawson","WV","37.8562298","-80.7109185","Dawson","WV","Greenbrier County","Dawson, WV"
"Daybreak","UT","40.5487942","-112.0178286","South Jordan","UT","Salt Lake County","Daybreak, UT"
"Dayton","FL","29.2108147","-81.0228331","Daytona Beach","FL","Volusia County","Dayton, FL"
"Dayton","TN","35.4939587","-85.0124535","Dayton","TN","Rhea County","Dayton, TN"
"Dayton","TX","30.0466051","-94.8852026","Dayton","TX","Liberty County","Dayton, TX"
"Dayton","WA","46.3237525","-117.9724367","Dayton","WA","Columbia County","Dayton, WA"
"De Moines","IA","41.5868417","-93.6249522","Des Moines","IA","Polk County","De Moines, IA"
"De Pere","MN","44.4488805","-88.0603806","De Pere","WI","Brown County","De Pere, MN"
"De Queen","AR","34.0367834","-94.341456","De Queen","AR","Sevier County","De Queen, AR"
"DeForest","WI","43.2477685","-89.343727","DeForest","WI","Dane County","DeForest, WI"
"DeSoto","MO","38.1399896","-90.5534917","De Soto","MO","Jefferson County","DeSoto, MO"
"DeSoto","TX","32.5896998","-96.8570738","DeSoto","TX","Dallas County","DeSoto, TX"
"Deale","MD","38.7765055","-76.5552359","Deale","MD","Anne Arundel County","Deale, MD"
"Dearborn","MO","39.5219411","-94.7699608","Dearborn","MO","Platte County","Dearborn, MO"
"Dearborne","MI","42.3222599","-83.1763145","Dearborn","MI","Wayne County","Dearborne, MI"
"Decantur","GA","33.7748275","-84.2963123","Decatur","GA","DeKalb County","Decantur, GA"
"Decatur","VA","37.4315734","-78.6568942",NA,"VA",NA,"Decatur, VA"
"Dededo","GU","13.515531","144.8346748","Dededo",NA,NA,"Dededo, GU"
"Deer Lodge","MT","46.3990941","-112.7383721","Deer Lodge","MT","Powell County","Deer Lodge, MT"
"Deerfield Township","OH","39.3107515","-84.2963392",NA,"OH","Warren County","Deerfield Township, OH"
"Deering","NH","43.0731364","-71.8445227","Deering","NH","Hillsborough County","Deering, NH"
"Deforest","WI","43.2477685","-89.343727","DeForest","WI","Dane County","Deforest, WI"
"Defuniak Springs","FL","30.7210227","-86.1152184","DeFuniak Springs","FL","Walton County","Defuniak Springs, FL"
"Del Cerro","CA","32.7868431","-117.0646976","San Diego","CA","San Diego County","Del Cerro, CA"
"Delafield","WI","43.0599734","-88.4041759","Delafield","WI","Waukesha County","Delafield, WI"
"Delano","MN","45.0419073","-93.7891331","Delano","MN","Wright County","Delano, MN"
"Delaware County","PA","39.907793","-75.3878525",NA,"PA","Delaware County","Delaware County, PA"
"Deleon","TX","32.1109743","-98.5358825","De Leon","TX","Comanche County","Deleon, TX"
"Delevan","WI","42.6330703","-88.6437138","Delavan","WI","Walworth County","Delevan, WI"
"Delhi","TX","29.8274481","-97.3955486",NA,"TX","Caldwell County","Delhi, TX"
"Dell Rapids","SD","43.8260841","-96.7061609","Dell Rapids","SD","Minnehaha County","Dell Rapids, SD"
"Delmar","MD","38.4559495","-75.5774249","Delmar","MD","Wicomico County","Delmar, MD"
"Delmont","PA","40.4131233","-79.5703201","Delmont","PA","Westmoreland County","Delmont, PA"
"Delphi","IN","40.5875371","-86.6750059","Delphi","IN","Carroll County","Delphi, IN"
"Delran","NJ","40.0158918","-74.9564247","Delran","NJ","Burlington County","Delran, NJ"
"Delta","CO","38.7422062","-108.0689582","Delta","CO","Delta County","Delta, CO"
"Delta","UT","39.3521777","-112.57717","Delta","UT","Millard County","Delta, UT"
"Delta Junction","AK","64.0400726","-145.7343509","Delta Junction","AK","Southeast Fairbanks","Delta Junction, AK"
"Delton","MI","42.4998539","-85.4082292","Delton","MI","Barry County","Delton, MI"
"Demarest","NJ","40.9573205","-73.9634708","Demarest","NJ","Bergen County","Demarest, NJ"
"Dennison","OH","40.3943489","-81.3230322","Dennison","OH","Tuscarawas County","Dennison, OH"
"Denver","CA","39.7392358","-104.990251","Denver","CO","Denver County","Denver, CA"
"Denver","NC","35.5316576","-81.0295793","Denver","NC","Lincoln County","Denver, NC"
"Deptford","NJ","39.8227054","-75.1195107","Deptford","NJ","Gloucester County","Deptford, NJ"
"Deptford Township","NJ","39.8227054","-75.1195107","Deptford","NJ","Gloucester County","Deptford Township, NJ"
"Derby","VT","44.9544448","-72.1303638","Derby","VT","Orleans County","Derby, VT"
"Derry","PA","40.3339589","-79.2997573","Derry","PA","Westmoreland County","Derry, PA"
"Derry Township","PA","40.2740388","-76.6528225",NA,"PA","Dauphin County","Derry Township, PA"
"Derwood","MD","39.1174267","-77.1611903","Derwood","MD","Montgomery County","Derwood, MD"
"Detriot","MI","42.331427","-83.0457538","Detroit","MI","Wayne County","Detriot, MI"
"Detroit","OR","44.7340108","-122.1497982","Detroit","OR","Marion County","Detroit, OR"
"Detroit","PA","42.331427","-83.0457538","Detroit","MI","Wayne County","Detroit, PA"
"Devens","MA","42.5455027","-71.6139348","Devens","MA","Worcester County","Devens, MA"
"Devine","TX","29.1399633","-98.905306","Devine","TX","Medina County","Devine, TX"
"Dewey Beach","DE","38.6928899","-75.0746249","Dewey Beach","DE","Sussex County","Dewey Beach, DE"
"Dexter","MI","42.3383697","-83.8885552","Dexter","MI","Washtenaw County","Dexter, MI"
"Diana","TX","32.7098612","-94.7521542","Diana","TX","Upshur County","Diana, TX"
"Dickerson","MD","39.2202562","-77.4242839","Dickerson","MD","Montgomery County","Dickerson, MD"
"Dickinson","TX","29.4607876","-95.0513172","Dickinson","TX","Galveston County","Dickinson, TX"
"Dickson","TN","36.0770048","-87.3877899","Dickson","TN","Dickson County","Dickson, TN"
"Dighton","RI","41.843859","-71.1567344","Dighton","MA","Bristol County","Dighton, RI"
"Dillon","CO","39.6302643","-106.0433518","Dillon","CO","Summit County","Dillon, CO"
"Dillon","MT","45.2166324","-112.6389244","Dillon","MT","Beaverhead County","Dillon, MT"
"Dillon Beach","CA","38.2489921","-122.9664887","Dillon Beach","CA","Marin County","Dillon Beach, CA"
"Dillonvale","OH","40.1964595","-80.7750839","Dillonvale","OH","Jefferson County","Dillonvale, OH"
"Dillsburg","PA","40.1109255","-77.034978","Dillsburg","PA","York County","Dillsburg, PA"
"Dillwyn","VA","37.5429251","-78.4572238","Dillwyn","VA","Buckingham County","Dillwyn, VA"
"Dilworth","MN","46.8772685","-96.6962754","Dilworth","MN","Clay County","Dilworth, MN"
"Dixon","MO","37.9917061","-92.0937783","Dixon","MO","Pulaski County","Dixon, MO"
"Dodge Center","MN","44.0274641","-92.8551933","Dodge Center","MN","Dodge County","Dodge Center, MN"
"Dodge City","AL","34.0406562","-86.8858343","Dodge City","AL","Cullman County","Dodge City, AL"
"Dolgeville","NY","43.1009037","-74.772927","Dolgeville","NY","Herkimer County","Dolgeville, NY"
"Dolton","IL","41.6389236","-87.607268","Dolton","IL","Cook County","Dolton, IL"
"Donaldsonville","LA","30.1010323","-90.9928773","Donaldsonville","LA","Ascension Parish","Donaldsonville, LA"
"Dorado","PR","18.4588347","-66.2676683","Dorado","Dorado","Higuillar","Dorado, PR"
"Doraville","GA","33.8981579","-84.2832564","Doraville","GA","DeKalb County","Doraville, GA"
"Douglas","AZ","31.3445471","-109.5453447","Douglas","AZ","Cochise County","Douglas, AZ"
"Douglas","GA","31.5088073","-82.8498654","Douglas","GA","Coffee County","Douglas, GA"
"Douglas","MA","42.0543449","-71.739379","Douglas","MA","Worcester County","Douglas, MA"
"Dover","ME","45.1833421","-69.2270821","Dover-Foxcroft","ME","Piscataquis County","Dover, ME"
"Dover","NJ","40.883988","-74.5621025","Dover","NJ","Morris County","Dover, NJ"
"Dover-Foxcroft","ME","45.1833421","-69.2270821","Dover-Foxcroft","ME","Piscataquis County","Dover-Foxcroft, ME"
"Doylestown Borough","PA","40.3101063","-75.1298939","Doylestown","PA","Bucks County","Doylestown Borough, PA"
"Drew","MS","33.809558","-90.5264813","Drew","MS","Sunflower County","Drew, MS"
"Drexel HIll","PA","39.9470567","-75.2921301","Drexel Hill","PA","Delaware County","Drexel HIll, PA"
"DuPage","IL","41.8243831","-88.0900762",NA,"IL","DuPage County","DuPage, IL"
"Dubois","PA","41.1210115","-78.7583257","DuBois","PA","Clearfield County","Dubois, PA"
"Duffield","VA","36.7189846","-82.795995","Duffield","VA","Scott County","Duffield, VA"
"Dulles","VA","38.9639112","-77.4496269","Dulles","VA","Loudoun County","Dulles, VA"
"Dumas","TX","35.8653789","-101.9732236","Dumas","TX","Moore County","Dumas, TX"
"Dumont","NJ","40.9406541","-73.9968051","Dumont","NJ","Bergen County","Dumont, NJ"
"Dunbar","PA","39.9778528","-79.6144835","Dunbar","PA","Fayette County","Dunbar, PA"
"Duncansville","PA","40.4234058","-78.433903","Duncansville","PA","Blair County","Duncansville, PA"
"Dundee","IL","42.1250261","-88.3044908",NA,"IL","Kane County","Dundee, IL"
"Dunellen","NJ","40.5892696","-74.4718201","Dunellen","NJ","Middlesex County","Dunellen, NJ"
"Dunmore","WV","38.359564","-79.8808917","Dunmore","WV","Pocahontas County","Dunmore, WV"
"Dupont","WA","47.1003223","-122.6447892","DuPont","WA","Pierce County","Dupont, WA"
"Dupree","SD","45.0474815","-101.6009896","Dupree","SD","Ziebach County","Dupree, SD"
"Duquesne","PA","40.3731757","-79.8469532","Duquesne","PA","Allegheny County","Duquesne, PA"
"Durand","IL","42.4364033","-89.3320582","Durand","IL","Winnebago County","Durand, IL"
"Durant","OK","33.9924186","-96.3971233","Durant","OK","Bryan County","Durant, OK"
"Durham","CA","39.6462733","-121.7999767","Durham","CA","Butte County","Durham, CA"
"Duxbury","MA","42.0417525","-70.6722767","Duxbury","MA","Plymouth County","Duxbury, MA"
"Dyersburg","TN","36.0345159","-89.3856281","Dyersburg","TN","Dyer County","Dyersburg, TN"
"Eagle","ID","43.6954424","-116.3540138","Eagle","ID","Ada County","Eagle, ID"
"Eagle Butte","SD","44.9886537","-101.2224805","Eagle Butte","SD","Ziebach County","Eagle Butte, SD"
"Eagle Mountain","UT","40.3141169","-112.006882","Eagle Mountain","UT","Utah County","Eagle Mountain, UT"
"Eagle River","WI","45.9171763","-89.2442988","Eagle River","WI","Vilas County","Eagle River, WI"
"Eanes","TX","30.305809","-97.8177601",NA,"TX","Travis County","Eanes, TX"
"East Amherst","NY","43.0183126","-78.6969831","East Amherst","NY","Erie County","East Amherst, NY"
"East Bay","CA","37.8271784","-122.2913078",NA,"CA",NA,"East Bay, CA"
"East Chatham","NY","42.411223","-73.525481","East Chatham","NY","Columbia County","East Chatham, NY"
"East China","MI","42.7520015","-82.4861964","East China","MI","St. Clair County","East China, MI"
"East Cobb","GA","33.983656","-84.4272803","East Cobb","GA","Cobb County","East Cobb, GA"
"East Corinth","VT","44.0639777","-72.2222323","Corinth","VT","Orange County","East Corinth, VT"
"East Drumore Township","PA","39.853734","-76.1667807",NA,"PA","Lancaster County","East Drumore Township, PA"
"East Dundee","IL","42.0989145","-88.2714689","East Dundee","IL","Kane County","East Dundee, IL"
"East Durham","NY","42.3725828","-74.0956914","East Durham","NY","Greene County","East Durham, NY"
"East Falmouth","MA","41.5784425","-70.5586401","Falmouth","MA","Barnstable County","East Falmouth, MA"
"East Hemet","CA","33.7400206","-116.9389122","East Hemet","CA","Riverside County","East Hemet, CA"
"East Lampeter Township","PA","40.0408003","-76.2131474",NA,"PA","Lancaster County","East Lampeter Township, PA"
"East Los Angeles","CA","34.0224417","-118.1669736","East Los Angeles","CA","Los Angeles County","East Los Angeles, CA"
